,lon,lat,dh,dat
811716,114.1683,30.5061,0,13.850641
655703,121.3,31.19,0,11.168017
811716,114.1683,30.5061,3,13.84865
655703,121.3,31.19,3,10.1675
811716,114.1683,30.5061,6,13.273997
655703,121.3,31.19,6,5.5241857
811716,114.1683,30.5061,9,13.265557
655703,121.3,31.19,9,8.221974
811716,114.1683,30.5061,12,13.287206
655703,121.3,31.19,12,5.0743985
811716,114.1683,30.5061,15,14.326066
655703,121.3,31.19,15,7.0798836
811716,114.1683,30.5061,18,14.638566
655703,121.3,31.19,18,5.0159893
811716,114.1683,30.5061,21,14.293416
655703,121.3,31.19,21,12.78553
811716,114.1683,30.5061,24,13.849706
655703,121.3,31.19,24,10.430004
811716,114.1683,30.5061,27,13.330382
655703,121.3,31.19,27,5.9672394
811716,114.1683,30.5061,30,13.341177
655703,121.3,31.19,30,0.049500242
811716,114.1683,30.5061,33,2.1592243
655703,121.3,31.19,33,0.0
811716,114.1683,30.5061,36,6.009003
655703,121.3,31.19,36,0.0
811716,114.1683,30.5061,39,6.210382
655703,121.3,31.19,39,14.439015
811716,114.1683,30.5061,42,9.197468
655703,121.3,31.19,42,8.337913
811716,114.1683,30.5061,45,3.360653
655703,121.3,31.19,45,2.3224754
811716,114.1683,30.5061,48,3.4414952
655703,121.3,31.19,48,8.42744
811716,114.1683,30.5061,51,1.9570383
655703,121.3,31.19,51,15.083444
811716,114.1683,30.5061,54,1.8689079
655703,121.3,31.19,54,17.64001
811716,114.1683,30.5061,57,1.7963018
655703,121.3,31.19,57,17.67751
811716,114.1683,30.5061,60,3.516791
655703,121.3,31.19,60,18.345512
811716,114.1683,30.5061,63,1.4240538
655703,121.3,31.19,63,18.37701
811716,114.1683,30.5061,66,3.1960285
655703,121.3,31.19,66,18.417515
811716,114.1683,30.5061,69,12.701951
655703,121.3,31.19,69,17.740007
811716,114.1683,30.5061,72,12.713557
655703,121.3,31.19,72,18.39001
811716,114.1683,30.5061,78,10.0871
655703,121.3,31.19,78,17.632004
811716,114.1683,30.5061,84,4.453368
655703,121.3,31.19,84,17.76501
811716,114.1683,30.5061,90,1.505037
655703,121.3,31.19,90,18.37701
811716,114.1683,30.5061,96,1.6686319
655703,121.3,31.19,96,17.76501
811716,114.1683,30.5061,102,2.318257
655703,121.3,31.19,102,15.702572
811716,114.1683,30.5061,108,5.2072363
655703,121.3,31.19,108,7.1480403
811716,114.1683,30.5061,114,2.2288058
655703,121.3,31.19,114,4.2395673
811716,114.1683,30.5061,120,7.4727507
655703,121.3,31.19,120,1.5815253
811716,114.1683,30.5061,126,8.545818
655703,121.3,31.19,126,3.1830354
811716,114.1683,30.5061,132,11.729759
655703,121.3,31.19,132,10.748472
811716,114.1683,30.5061,138,13.659553
655703,121.3,31.19,138,18.039022
811716,114.1683,30.5061,144,13.476696
655703,121.3,31.19,144,17.909508
811716,114.1683,30.5061,150,12.882155
655703,121.3,31.19,150,17.92751
811716,114.1683,30.5061,156,13.497781
655703,121.3,31.19,156,17.809515
811716,114.1683,30.5061,162,14.496017
655703,121.3,31.19,162,6.401928
811716,114.1683,30.5061,168,14.078057
655703,121.3,31.19,168,17.12801
811716,114.1683,30.5061,174,8.081935
655703,121.3,31.19,174,17.11501
811716,114.1683,30.5061,180,6.170796
655703,121.3,31.19,180,17.14001
811716,114.1683,30.5061,186,3.9589884
655703,121.3,31.19,186,18.654005
811716,114.1683,30.5061,192,8.926252
655703,121.3,31.19,192,15.795996
811716,114.1683,30.5061,198,12.518602
655703,121.3,31.19,198,9.494434
811716,114.1683,30.5061,204,11.837076
655703,121.3,31.19,204,7.768122
811716,114.1683,30.5061,210,15.723649
655703,121.3,31.19,210,17.210007
811716,114.1683,30.5061,216,14.302436
655703,121.3,31.19,216,18.07751
811716,114.1683,30.5061,222,13.516611
655703,121.3,31.19,222,18.12801
811716,114.1683,30.5061,228,13.537576
655703,121.3,31.19,228,18.38552
811716,114.1683,30.5061,234,15.826066
655703,121.3,31.19,234,20.418491
811716,114.1683,30.5061,240,14.986192
655703,121.3,31.19,240,18.89001
