,lon,lat,dh,dat
811716,114.1683,30.5061,3,-0.9527436
655703,121.3,31.19,3,2.9375
811716,114.1683,30.5061,6,-0.6902826
655703,121.3,31.19,6,3.0
811716,114.1683,30.5061,9,-0.6277826
655703,121.3,31.19,9,2.5750008
811716,114.1683,30.5061,12,-0.8625391
655703,121.3,31.19,12,2.0625
811716,114.1683,30.5061,15,-1.5972955
655703,121.3,31.19,15,1.3125
811716,114.1683,30.5061,18,-1.2195053
655703,121.3,31.19,18,-0.45000076
811716,114.1683,30.5061,21,-1.1918007
655703,121.3,31.19,21,-0.75
811716,114.1683,30.5061,24,-0.6874924
655703,121.3,31.19,24,-1.3875008
811716,114.1683,30.5061,27,-1.2347488
655703,121.3,31.19,27,-1.5125008
811716,114.1683,30.5061,30,-1.302814
655703,121.3,31.19,30,-1.7125015
811716,114.1683,30.5061,33,-1.1076962
655703,121.3,31.19,33,-2.3250008
811716,114.1683,30.5061,36,-1.7027435
655703,121.3,31.19,36,-2.9500008
811716,114.1683,30.5061,39,-2.8597565
655703,121.3,31.19,39,-4.825001
811716,114.1683,30.5061,42,-2.3272092
655703,121.3,31.19,42,-4.8125
811716,114.1683,30.5061,45,-0.91257817
655703,121.3,31.19,45,-3.875
811716,114.1683,30.5061,48,0.1875
655703,121.3,31.19,48,-4.8125
811716,114.1683,30.5061,51,0.3445053
655703,121.3,31.19,51,-4.5625
811716,114.1683,30.5061,54,-0.21036911
655703,121.3,31.19,54,-3.8499985
811716,114.1683,30.5061,57,0.41257817
655703,121.3,31.19,57,-3.6124992
811716,114.1683,30.5061,60,0.5652826
655703,121.3,31.19,60,-4.75
811716,114.1683,30.5061,63,1.2652435
655703,121.3,31.19,63,-5.1875
811716,114.1683,30.5061,66,1.4603616
655703,121.3,31.19,66,-4.5
811716,114.1683,30.5061,69,0.7103614
655703,121.3,31.19,69,-3.875
811716,114.1683,30.5061,72,0.1979082
655703,121.3,31.19,72,-3.9375
811716,114.1683,30.5061,75,0.5625
655703,121.3,31.19,75,-3.5
811716,114.1683,30.5061,78,0.5
655703,121.3,31.19,78,-3.125
811716,114.1683,30.5061,81,-0.0625
655703,121.3,31.19,81,-2.6749992
811716,114.1683,30.5061,84,-0.6826647
655703,121.3,31.19,84,-2.9375
811716,114.1683,30.5061,87,-0.7847955
655703,121.3,31.19,87,-3.3125
811716,114.1683,30.5061,90,-0.15979555
655703,121.3,31.19,90,-4.762501
811716,114.1683,30.5061,93,-0.5
655703,121.3,31.19,93,-3.875
811716,114.1683,30.5061,96,-1.2222955
655703,121.3,31.19,96,-4.5
811716,114.1683,30.5061,99,-1.1021308
655703,121.3,31.19,99,-4.424999
811716,114.1683,30.5061,102,-0.6798744
655703,121.3,31.19,102,-4.125
811716,114.1683,30.5061,105,-0.5
655703,121.3,31.19,105,-4.0625
811716,114.1683,30.5061,108,-0.7423744
655703,121.3,31.19,108,-4.5
811716,114.1683,30.5061,111,-1.875
655703,121.3,31.19,111,-1.2374992
811716,114.1683,30.5061,114,0.08536911
655703,121.3,31.19,114,-5.125
811716,114.1683,30.5061,117,-1.707052
655703,121.3,31.19,117,-1.5625
811716,114.1683,30.5061,120,0.20757887
655703,121.3,31.19,120,-4.362499
811716,114.1683,30.5061,123,-2.0548744
655703,121.3,31.19,123,-0.57500076
811716,114.1683,30.5061,126,0.1875
655703,121.3,31.19,126,-2.9500008
811716,114.1683,30.5061,129,-1.0825788
655703,121.3,31.19,129,-0.92499924
811716,114.1683,30.5061,132,-0.4174211
655703,121.3,31.19,132,-3.2625008
811716,114.1683,30.5061,135,-1.5152435
655703,121.3,31.19,135,0.13750076
811716,114.1683,30.5061,138,-0.042421132
655703,121.3,31.19,138,-2.875
811716,114.1683,30.5061,141,-1.5972955
655703,121.3,31.19,141,-0.7749977
811716,114.1683,30.5061,144,-0.9771309
655703,121.3,31.19,144,-2.2374992
811716,114.1683,30.5061,147,-0.14176178
655703,121.3,31.19,147,-0.5625
811716,114.1683,30.5061,150,-0.7222955
655703,121.3,31.19,150,-1.8125
811716,114.1683,30.5061,153,-0.894552
655703,121.3,31.19,153,-0.7249985
811716,114.1683,30.5061,156,-0.3521309
655703,121.3,31.19,156,-2.4375
811716,114.1683,30.5061,159,-0.6069662
655703,121.3,31.19,159,-0.76250076
811716,114.1683,30.5061,162,-0.10975647
655703,121.3,31.19,162,-1.0499992
811716,114.1683,30.5061,165,-0.6750467
655703,121.3,31.19,165,-2.2625008
811716,114.1683,30.5061,168,-1.2347565
655703,121.3,31.19,168,1.3875008
811716,114.1683,30.5061,171,-1.1722565
655703,121.3,31.19,171,-1.3499985
811716,114.1683,30.5061,174,-1.3201256
655703,121.3,31.19,174,6.487499
811716,114.1683,30.5061,177,-1.1450789
655703,121.3,31.19,177,-0.54999924
811716,114.1683,30.5061,180,-0.66033
655703,121.3,31.19,180,3.8125
811716,114.1683,30.5061,183,-0.36307356
655703,121.3,31.19,183,-0.11249924
811716,114.1683,30.5061,186,-2.0076256
655703,121.3,31.19,186,2.8875008
811716,114.1683,30.5061,189,-1.9402827
655703,121.3,31.19,189,-1.7625008
811716,114.1683,30.5061,192,-2.875
655703,121.3,31.19,192,2.7000008
811716,114.1683,30.5061,195,-2.1582773
655703,121.3,31.19,195,-0.76250076
811716,114.1683,30.5061,198,-1.7423744
655703,121.3,31.19,198,1.9500008
811716,114.1683,30.5061,201,-1.737539
655703,121.3,31.19,201,-1.0250015
811716,114.1683,30.5061,204,-2.0
655703,121.3,31.19,204,2.5
811716,114.1683,30.5061,207,-1.4923744
655703,121.3,31.19,207,-1.9874992
811716,114.1683,30.5061,210,-2.5
655703,121.3,31.19,210,2.9375
811716,114.1683,30.5061,213,-1.4951646
655703,121.3,31.19,213,-2.125
811716,114.1683,30.5061,216,-1.6826646
655703,121.3,31.19,216,3.0
811716,114.1683,30.5061,219,-2.2375393
655703,121.3,31.19,219,-0.8125
811716,114.1683,30.5061,222,-1.3125
655703,121.3,31.19,222,3.375
811716,114.1683,30.5061,225,-1.8244263
655703,121.3,31.19,225,-1.125
811716,114.1683,30.5061,228,-1.5027902
655703,121.3,31.19,228,3.75
811716,114.1683,30.5061,231,0.33536908
655703,121.3,31.19,231,-1.0625
811716,114.1683,30.5061,234,-1.1875
655703,121.3,31.19,234,4.3499985
811716,114.1683,30.5061,237,-0.375
655703,121.3,31.19,237,-1.0875015
811716,114.1683,30.5061,240,-2.070118
655703,121.3,31.19,240,-2.9750023
