,lon,lat,dh,dat
811716,114.1683,30.5061,3,84.78524
655703,121.3,31.19,3,91.750015
811716,114.1683,30.5061,6,92.798744
655703,121.3,31.19,6,93.17501
811716,114.1683,30.5061,9,91.17698
655703,121.3,31.19,9,94.72501
811716,114.1683,30.5061,12,78.73719
655703,121.3,31.19,12,91.38751
811716,114.1683,30.5061,15,64.322
655703,121.3,31.19,15,80.537506
811716,114.1683,30.5061,18,58.68624
655703,121.3,31.19,18,80.912506
811716,114.1683,30.5061,21,53.99416
655703,121.3,31.19,21,74.800026
811716,114.1683,30.5061,24,48.08967
655703,121.3,31.19,24,73.55002
811716,114.1683,30.5061,27,85.21683
655703,121.3,31.19,27,89.075005
811716,114.1683,30.5061,30,86.85277
655703,121.3,31.19,30,94.825005
811716,114.1683,30.5061,33,89.75303
655703,121.3,31.19,33,95.8125
811716,114.1683,30.5061,36,93.46967
655703,121.3,31.19,36,90.0625
811716,114.1683,30.5061,39,63.947895
655703,121.3,31.19,39,74.73752
811716,114.1683,30.5061,42,64.16053
655703,121.3,31.19,42,62.800014
811716,114.1683,30.5061,45,61.288025
655703,121.3,31.19,45,62.025024
811716,114.1683,30.5061,48,61.441044
655703,121.3,31.19,48,59.350018
811716,114.1683,30.5061,51,84.263
655703,121.3,31.19,51,85.187485
811716,114.1683,30.5061,54,88.116264
655703,121.3,31.19,54,86.312485
811716,114.1683,30.5061,57,84.65508
655703,121.3,31.19,57,88.44998
811716,114.1683,30.5061,60,80.229485
655703,121.3,31.19,60,72.17497
811716,114.1683,30.5061,63,76.31516
655703,121.3,31.19,63,61.749973
811716,114.1683,30.5061,66,75.53206
655703,121.3,31.19,66,60.162476
811716,114.1683,30.5061,69,69.67576
655703,121.3,31.19,69,59.699978
811716,114.1683,30.5061,72,65.21958
655703,121.3,31.19,72,49.26247
811716,114.1683,30.5061,75,89.478424
655703,121.3,31.19,75,74.38749
811716,114.1683,30.5061,78,90.18545
655703,121.3,31.19,78,78.73749
811716,114.1683,30.5061,81,91.77217
655703,121.3,31.19,81,80.41249
811716,114.1683,30.5061,84,92.88602
655703,121.3,31.19,84,74.962494
811716,114.1683,30.5061,87,80.84038
655703,121.3,31.19,87,60.475
811716,114.1683,30.5061,90,78.74381
655703,121.3,31.19,90,58.45
811716,114.1683,30.5061,93,75.42781
655703,121.3,31.19,93,61.0875
811716,114.1683,30.5061,96,69.967636
655703,121.3,31.19,96,53.325
811716,114.1683,30.5061,99,87.96557
655703,121.3,31.19,99,76.162476
811716,114.1683,30.5061,102,92.64223
655703,121.3,31.19,102,84.8875
811716,114.1683,30.5061,105,93.767685
655703,121.3,31.19,105,89.562485
811716,114.1683,30.5061,108,95.06638
655703,121.3,31.19,108,81.249985
811716,114.1683,30.5061,111,94.223946
655703,121.3,31.19,111,78.64998
811716,114.1683,30.5061,114,70.59342
655703,121.3,31.19,114,65.999954
811716,114.1683,30.5061,117,72.13643
655703,121.3,31.19,117,73.76244
811716,114.1683,30.5061,120,63.830936
655703,121.3,31.19,120,57.437477
811716,114.1683,30.5061,123,81.60997
655703,121.3,31.19,123,87.73752
811716,114.1683,30.5061,126,77.76061
655703,121.3,31.19,126,87.78752
811716,114.1683,30.5061,129,77.54348
655703,121.3,31.19,129,86.3625
811716,114.1683,30.5061,132,69.25354
655703,121.3,31.19,132,82.96251
811716,114.1683,30.5061,135,65.32697
655703,121.3,31.19,135,69.12499
811716,114.1683,30.5061,138,62.670307
655703,121.3,31.19,138,68.17499
811716,114.1683,30.5061,141,60.458965
655703,121.3,31.19,141,65.94999
811716,114.1683,30.5061,144,57.618267
655703,121.3,31.19,144,60.962486
811716,114.1683,30.5061,147,90.88861
655703,121.3,31.19,147,76.412506
811716,114.1683,30.5061,150,87.225334
655703,121.3,31.19,150,83.20001
811716,114.1683,30.5061,153,83.62841
655703,121.3,31.19,153,85.86252
811716,114.1683,30.5061,156,83.82054
655703,121.3,31.19,156,80.60001
811716,114.1683,30.5061,159,77.45667
655703,121.3,31.19,159,63.724987
811716,114.1683,30.5061,162,73.67494
655703,121.3,31.19,162,61.07499
811716,114.1683,30.5061,165,67.301926
655703,121.3,31.19,165,62.962494
811716,114.1683,30.5061,168,63.39642
655703,121.3,31.19,168,53.16248
811716,114.1683,30.5061,171,58.90927
655703,121.3,31.19,171,72.77498
811716,114.1683,30.5061,174,74.45437
655703,121.3,31.19,174,80.62499
811716,114.1683,30.5061,177,75.52015
655703,121.3,31.19,177,86.162506
811716,114.1683,30.5061,180,69.06251
655703,121.3,31.19,180,78.337494
811716,114.1683,30.5061,183,65.734085
655703,121.3,31.19,183,58.81248
811716,114.1683,30.5061,186,63.954247
655703,121.3,31.19,186,58.549984
811716,114.1683,30.5061,189,68.34926
655703,121.3,31.19,189,65.8
811716,114.1683,30.5061,192,59.222286
655703,121.3,31.19,192,49.037476
811716,114.1683,30.5061,195,64.67541
655703,121.3,31.19,195,75.1375
811716,114.1683,30.5061,198,77.71777
655703,121.3,31.19,198,81.749985
811716,114.1683,30.5061,201,79.65342
655703,121.3,31.19,201,88.55
811716,114.1683,30.5061,204,70.14736
655703,121.3,31.19,204,86.8875
811716,114.1683,30.5061,207,58.700714
655703,121.3,31.19,207,60.87498
811716,114.1683,30.5061,210,43.810562
655703,121.3,31.19,210,57.574986
811716,114.1683,30.5061,213,46.34874
655703,121.3,31.19,213,62.074993
811716,114.1683,30.5061,216,31.42119
655703,121.3,31.19,216,47.674984
811716,114.1683,30.5061,219,89.310165
655703,121.3,31.19,219,92.11249
811716,114.1683,30.5061,222,89.56553
655703,121.3,31.19,222,91.99998
811716,114.1683,30.5061,225,89.42098
655703,121.3,31.19,225,91.87498
811716,114.1683,30.5061,228,65.30227
655703,121.3,31.19,228,66.299965
811716,114.1683,30.5061,231,63.10344
655703,121.3,31.19,231,61.362446
811716,114.1683,30.5061,234,55.4586
655703,121.3,31.19,234,58.649956
811716,114.1683,30.5061,237,57.32956
655703,121.3,31.19,237,62.849968
811716,114.1683,30.5061,240,53.359486
655703,121.3,31.19,240,58.98747
