,lon,lat,dh,dat
811716,114.1683,30.5061,3,49.331135
655703,121.3,31.19,3,62.450012
811716,114.1683,30.5061,6,38.410603
655703,121.3,31.19,6,59.487495
811716,114.1683,30.5061,9,47.36179
655703,121.3,31.19,9,61.187527
811716,114.1683,30.5061,12,67.510315
655703,121.3,31.19,12,72.53756
811716,114.1683,30.5061,15,82.96498
655703,121.3,31.19,15,86.07499
811716,114.1683,30.5061,18,91.23165
655703,121.3,31.19,18,90.41252
811716,114.1683,30.5061,21,90.98864
655703,121.3,31.19,21,95.32502
811716,114.1683,30.5061,24,54.217686
655703,121.3,31.19,24,84.67491
811716,114.1683,30.5061,27,43.640064
655703,121.3,31.19,27,63.262493
811716,114.1683,30.5061,30,52.297256
655703,121.3,31.19,30,67.88748
811716,114.1683,30.5061,33,59.816677
655703,121.3,31.19,33,68.56247
811716,114.1683,30.5061,36,76.33036
655703,121.3,31.19,36,77.09996
811716,114.1683,30.5061,39,84.77963
655703,121.3,31.19,39,89.78746
811716,114.1683,30.5061,42,92.18052
655703,121.3,31.19,42,94.962494
811716,114.1683,30.5061,45,93.67227
655703,121.3,31.19,45,95.83751
811716,114.1683,30.5061,48,93.13041
655703,121.3,31.19,48,88.9875
811716,114.1683,30.5061,51,56.893826
655703,121.3,31.19,51,74.92499
811716,114.1683,30.5061,54,68.727936
655703,121.3,31.19,54,87.98749
811716,114.1683,30.5061,57,70.94315
655703,121.3,31.19,57,79.36249
811716,114.1683,30.5061,60,73.73827
655703,121.3,31.19,60,83.212524
811716,114.1683,30.5061,63,83.50382
655703,121.3,31.19,63,91.3875
811716,114.1683,30.5061,66,93.917656
655703,121.3,31.19,66,92.67497
811716,114.1683,30.5061,69,89.10204
655703,121.3,31.19,69,91.97505
811716,114.1683,30.5061,72,84.41834
655703,121.3,31.19,72,80.8
811716,114.1683,30.5061,75,53.564453
655703,121.3,31.19,75,52.699997
811716,114.1683,30.5061,78,63.512825
655703,121.3,31.19,78,62.075
811716,114.1683,30.5061,81,60.83029
655703,121.3,31.19,81,57.700005
811716,114.1683,30.5061,84,77.93062
655703,121.3,31.19,84,69.900024
811716,114.1683,30.5061,87,84.57191
655703,121.3,31.19,87,81.625015
811716,114.1683,30.5061,90,86.506874
655703,121.3,31.19,90,88.75002
811716,114.1683,30.5061,93,93.51009
655703,121.3,31.19,93,91.900024
811716,114.1683,30.5061,96,87.42433
655703,121.3,31.19,96,85.4875
811716,114.1683,30.5061,99,57.83158
