,lon,lat,dh,dat
811716,114.1683,30.5061,3,33.28027
655703,121.3,31.19,3,44.137512
811716,114.1683,30.5061,6,21.246199
655703,121.3,31.19,6,43.587494
811716,114.1683,30.5061,9,24.722572
655703,121.3,31.19,9,45.725033
811716,114.1683,30.5061,12,49.19156
655703,121.3,31.19,12,56.187572
811716,114.1683,30.5061,15,82.62896
655703,121.3,31.19,15,70.20001
811716,114.1683,30.5061,18,79.759315
655703,121.3,31.19,18,81.25
811716,114.1683,30.5061,21,81.2314
655703,121.3,31.19,21,88.52503
811716,114.1683,30.5061,24,90.62748
655703,121.3,31.19,24,88.837494
811716,114.1683,30.5061,27,42.22739
655703,121.3,31.19,27,49.899998
811716,114.1683,30.5061,30,53.101418
655703,121.3,31.19,30,59.549976
811716,114.1683,30.5061,33,55.903328
655703,121.3,31.19,33,61.04999
811716,114.1683,30.5061,36,70.97139
655703,121.3,31.19,36,68.38753
811716,114.1683,30.5061,39,80.30438
655703,121.3,31.19,39,81.712524
811716,114.1683,30.5061,42,86.83469
655703,121.3,31.19,42,89.52504
811716,114.1683,30.5061,45,93.838394
655703,121.3,31.19,45,94.400024
811716,114.1683,30.5061,48,92.19447
655703,121.3,31.19,48,88.10002
811716,114.1683,30.5061,51,47.666702
655703,121.3,31.19,51,53.88749
811716,114.1683,30.5061,54,55.532875
655703,121.3,31.19,54,63.350002
811716,114.1683,30.5061,57,60.027058
655703,121.3,31.19,57,67.66252
811716,114.1683,30.5061,60,77.40922
655703,121.3,31.19,60,77.67503
811716,114.1683,30.5061,63,85.6803
655703,121.3,31.19,63,84.48755
811716,114.1683,30.5061,66,88.51319
655703,121.3,31.19,66,91.16255
811716,114.1683,30.5061,69,93.87617
655703,121.3,31.19,69,93.88753
811716,114.1683,30.5061,72,92.04536
655703,121.3,31.19,72,71.95001
811716,114.1683,30.5061,75,51.72309
655703,121.3,31.19,75,53.925
811716,114.1683,30.5061,78,61.09753
655703,121.3,31.19,78,62.987495
811716,114.1683,30.5061,81,62.1342
655703,121.3,31.19,81,64.3625
811716,114.1683,30.5061,84,75.91868
655703,121.3,31.19,84,71.33752
811716,114.1683,30.5061,87,85.823746
655703,121.3,31.19,87,82.63751
811716,114.1683,30.5061,90,89.10929
655703,121.3,31.19,90,90.587524
811716,114.1683,30.5061,93,91.94924
655703,121.3,31.19,93,95.40002
811716,114.1683,30.5061,96,94.19905
655703,121.3,31.19,96,89.837494
811716,114.1683,30.5061,99,59.685905
655703,121.3,31.19,99,65.3
811716,114.1683,30.5061,102,69.09277
655703,121.3,31.19,102,71.77501
811716,114.1683,30.5061,105,71.77822
655703,121.3,31.19,105,73.27501
811716,114.1683,30.5061,108,76.04122
655703,121.3,31.19,108,81.45003
811716,114.1683,30.5061,111,78.98989
655703,121.3,31.19,111,87.23752
811716,114.1683,30.5061,114,94.08301
655703,121.3,31.19,114,95.13753
811716,114.1683,30.5061,117,84.480675
655703,121.3,31.19,117,92.20002
811716,114.1683,30.5061,120,70.1901
655703,121.3,31.19,120,81.58746
811716,114.1683,30.5061,123,61.025185
655703,121.3,31.19,123,69.825
811716,114.1683,30.5061,126,75.73882
655703,121.3,31.19,126,80.0625
811716,114.1683,30.5061,129,79.567375
655703,121.3,31.19,129,79.0125
811716,114.1683,30.5061,132,79.06936
655703,121.3,31.19,132,85.12502
811716,114.1683,30.5061,135,81.308556
655703,121.3,31.19,135,87.58751
811716,114.1683,30.5061,138,93.33058
655703,121.3,31.19,138,94.525024
811716,114.1683,30.5061,141,80.557205
655703,121.3,31.19,141,88.72501
811716,114.1683,30.5061,144,61.788567
655703,121.3,31.19,144,74.687485
811716,114.1683,30.5061,147,57.24039
655703,121.3,31.19,147,69.1
811716,114.1683,30.5061,150,67.57433
655703,121.3,31.19,150,71.79998
811716,114.1683,30.5061,153,72.635925
655703,121.3,31.19,153,71.83748
811716,114.1683,30.5061,156,78.62377
655703,121.3,31.19,156,80.28754
811716,114.1683,30.5061,159,86.26023
655703,121.3,31.19,159,86.312515
811716,114.1683,30.5061,162,93.48149
655703,121.3,31.19,162,94.300026
811716,114.1683,30.5061,165,87.55965
655703,121.3,31.19,165,91.86252
811716,114.1683,30.5061,168,62.918037
655703,121.3,31.19,168,82.28746
811716,114.1683,30.5061,171,58.71772
655703,121.3,31.19,171,71.5125
811716,114.1683,30.5061,174,69.335175
655703,121.3,31.19,174,78.925
811716,114.1683,30.5061,177,74.803024
655703,121.3,31.19,177,78.42502
811716,114.1683,30.5061,180,80.41241
655703,121.3,31.19,180,78.60002
811716,114.1683,30.5061,183,82.96465
655703,121.3,31.19,183,94.36252
811716,114.1683,30.5061,186,93.250435
655703,121.3,31.19,186,91.712524
811716,114.1683,30.5061,189,86.309326
655703,121.3,31.19,189,89.57502
811716,114.1683,30.5061,192,64.48875
655703,121.3,31.19,192,87.100006
811716,114.1683,30.5061,195,57.47309
655703,121.3,31.19,195,59.2125
811716,114.1683,30.5061,198,71.41513
655703,121.3,31.19,198,67.80003
811716,114.1683,30.5061,201,75.42934
655703,121.3,31.19,201,69.47502
811716,114.1683,30.5061,204,79.033714
655703,121.3,31.19,204,72.72504
811716,114.1683,30.5061,207,80.35618
655703,121.3,31.19,207,84.47502
811716,114.1683,30.5061,210,93.26846
655703,121.3,31.19,210,89.88753
811716,114.1683,30.5061,213,79.55221
655703,121.3,31.19,213,85.32501
811716,114.1683,30.5061,216,61.547714
655703,121.3,31.19,216,74.89995
811716,114.1683,30.5061,219,57.60626
655703,121.3,31.19,219,52.1625
811716,114.1683,30.5061,222,61.19343
655703,121.3,31.19,222,59.9875
811716,114.1683,30.5061,225,62.981213
655703,121.3,31.19,225,63.275013
811716,114.1683,30.5061,228,63.994663
655703,121.3,31.19,228,67.92502
811716,114.1683,30.5061,231,69.611435
655703,121.3,31.19,231,78.1375
811716,114.1683,30.5061,234,72.14273
655703,121.3,31.19,234,82.2625
811716,114.1683,30.5061,237,66.31405
655703,121.3,31.19,237,78.649994
811716,114.1683,30.5061,240,66.17737
655703,121.3,31.19,240,63.824997
