,lon,lat,dh,dat
811716,114.1683,30.5061,3,-0.20426178
655703,121.3,31.19,3,-0.33750153
811716,114.1683,30.5061,6,-0.3993797
655703,121.3,31.19,6,-1.1250038
811716,114.1683,30.5061,9,-0.29724884
655703,121.3,31.19,9,-2.0750084
811716,114.1683,30.5061,12,0.02286911
655703,121.3,31.19,12,-1.5375061
811716,114.1683,30.5061,15,-0.0
655703,121.3,31.19,15,-0.6000023
811716,114.1683,30.5061,18,-0.36253908
655703,121.3,31.19,18,-0.9500046
811716,114.1683,30.5061,21,-0.03963089
655703,121.3,31.19,21,-2.0875092
811716,114.1683,30.5061,24,-0.1875
655703,121.3,31.19,24,-2.4500084
811716,114.1683,30.5061,27,0.58257884
655703,121.3,31.19,27,-2.3375092
811716,114.1683,30.5061,30,0.8081991
655703,121.3,31.19,30,-1.8500061
811716,114.1683,30.5061,33,0.13262558
655703,121.3,31.19,33,-0.9375038
811716,114.1683,30.5061,36,-0.034795552
655703,121.3,31.19,36,-0.33750153
811716,114.1683,30.5061,39,0.3277435
655703,121.3,31.19,39,-0.20000076
811716,114.1683,30.5061,42,0.51040816
655703,121.3,31.19,42,-0.33750153
811716,114.1683,30.5061,45,0.51040816
655703,121.3,31.19,45,-0.9375038
811716,114.1683,30.5061,48,0.6874924
655703,121.3,31.19,48,-0.7875023
811716,114.1683,30.5061,51,1.375
655703,121.3,31.19,51,0.26250076
811716,114.1683,30.5061,54,1.4908562
655703,121.3,31.19,54,0.38750076
811716,114.1683,30.5061,57,-1.1201648
655703,121.3,31.19,57,-0.33750153
811716,114.1683,30.5061,60,-1.2647091
655703,121.3,31.19,60,-0.61250305
811716,114.1683,30.5061,63,-1.3048744
655703,121.3,31.19,63,-0.67500305
811716,114.1683,30.5061,66,-1.8729397
655703,121.3,31.19,66,-0.8500023
811716,114.1683,30.5061,69,-2.6625705
655703,121.3,31.19,69,-1.300003
811716,114.1683,30.5061,72,-3.5131907
655703,121.3,31.19,72,-1.112503
811716,114.1683,30.5061,75,-4.963159
655703,121.3,31.19,75,-1.0
811716,114.1683,30.5061,78,-7.0027905
655703,121.3,31.19,78,-2.375
811716,114.1683,30.5061,81,-8.155495
655703,121.3,31.19,81,-4.125
811716,114.1683,30.5061,84,-8.432665
655703,121.3,31.19,84,-5.25
811716,114.1683,30.5061,87,-7.75
655703,121.3,31.19,87,-6.737499
811716,114.1683,30.5061,90,-7.1798744
655703,121.3,31.19,90,-7.3125
811716,114.1683,30.5061,93,-6.33967
655703,121.3,31.19,93,-7.9375
811716,114.1683,30.5061,96,-7.347295
655703,121.3,31.19,96,-7.612499
811716,114.1683,30.5061,99,-7.0972953
655703,121.3,31.19,99,-8.849998
811716,114.1683,30.5061,102,-6.479921
655703,121.3,31.19,102,-8.9375
811716,114.1683,30.5061,105,-5.667421
655703,121.3,31.19,105,-7.5625
811716,114.1683,30.5061,108,-4.7847958
655703,121.3,31.19,108,-6.987499
811716,114.1683,30.5061,111,-2.3272166
655703,121.3,31.19,111,-5.450001
811716,114.1683,30.5061,114,-3.332052
655703,121.3,31.19,114,-5.325001
811716,114.1683,30.5061,117,-2.0744264
655703,121.3,31.19,117,-4.950001
811716,114.1683,30.5061,120,-2.914631
655703,121.3,31.19,120,-5.450001
811716,114.1683,30.5061,123,-2.1722565
655703,121.3,31.19,123,-3.9624977
811716,114.1683,30.5061,126,-3.0375855
655703,121.3,31.19,126,-4.75
811716,114.1683,30.5061,129,-3.0972953
655703,121.3,31.19,129,-4.0999985
811716,114.1683,30.5061,132,-3.1298351
655703,121.3,31.19,132,-3.875
811716,114.1683,30.5061,135,-3.4375
655703,121.3,31.19,135,-3.2999992
811716,114.1683,30.5061,138,-3.417421
655703,121.3,31.19,138,-3.6875
811716,114.1683,30.5061,141,-4.229921
655703,121.3,31.19,141,-4.25
811716,114.1683,30.5061,144,-3.8701646
655703,121.3,31.19,144,-2.7625008
811716,114.1683,30.5061,147,-3.8152902
655703,121.3,31.19,147,-5.7249985
811716,114.1683,30.5061,150,-3.5701256
655703,121.3,31.19,150,-2.5125008
811716,114.1683,30.5061,153,-3.0304947
655703,121.3,31.19,153,-6.7124977
811716,114.1683,30.5061,156,-3.375
655703,121.3,31.19,156,-1.7750015
811716,114.1683,30.5061,159,-3.875
655703,121.3,31.19,159,-6.2249985
811716,114.1683,30.5061,162,-3.75
655703,121.3,31.19,162,-3.2625008
811716,114.1683,30.5061,165,-3.0625
655703,121.3,31.19,165,-6.8499985
811716,114.1683,30.5061,168,-4.2451644
655703,121.3,31.19,168,-3.0
811716,114.1683,30.5061,171,-2.7527902
655703,121.3,31.19,171,-6.887501
811716,114.1683,30.5061,174,-3.3902433
655703,121.3,31.19,174,-6.737499
811716,114.1683,30.5061,177,-3.147869
655703,121.3,31.19,177,-7.0
811716,114.1683,30.5061,180,-3.4402902
655703,121.3,31.19,180,-5.612499
811716,114.1683,30.5061,183,-3.0076256
655703,121.3,31.19,183,-6.325001
811716,114.1683,30.5061,186,-2.8701646
655703,121.3,31.19,186,-5.5625
811716,114.1683,30.5061,189,-0.5576647
655703,121.3,31.19,189,-5.75
