,lon,lat,dh,dat
811716,114.1683,30.5061,0,85.61477
655703,121.3,31.19,0,93.09723
811716,114.1683,30.5061,3,100.0
655703,121.3,31.19,3,84.85382
811716,114.1683,30.5061,6,97.54213
655703,121.3,31.19,6,59.242992
811716,114.1683,30.5061,9,77.34499
655703,121.3,31.19,9,79.64584
811716,114.1683,30.5061,12,90.5619
655703,121.3,31.19,12,95.10013
811716,114.1683,30.5061,15,22.144133
655703,121.3,31.19,15,99.85597
811716,114.1683,30.5061,18,12.636824
655703,121.3,31.19,18,97.70084
811716,114.1683,30.5061,21,0.0
655703,121.3,31.19,21,43.26584
811716,114.1683,30.5061,24,0.0
655703,121.3,31.19,24,17.200474
811716,114.1683,30.5061,27,0.0
655703,121.3,31.19,27,3.8150134
811716,114.1683,30.5061,30,0.0
655703,121.3,31.19,30,1.544061
811716,114.1683,30.5061,33,0.0
655703,121.3,31.19,33,17.952427
811716,114.1683,30.5061,36,0.0
655703,121.3,31.19,36,81.21422
811716,114.1683,30.5061,39,0.0
655703,121.3,31.19,39,96.890175
811716,114.1683,30.5061,42,74.961174
655703,121.3,31.19,42,98.4819
811716,114.1683,30.5061,45,22.00814
655703,121.3,31.19,45,9.521001
811716,114.1683,30.5061,48,40.63766
655703,121.3,31.19,48,18.331104
811716,114.1683,30.5061,51,1.0667323
655703,121.3,31.19,51,19.960173
811716,114.1683,30.5061,54,0.049774162
655703,121.3,31.19,54,29.657158
811716,114.1683,30.5061,57,26.477701
655703,121.3,31.19,57,21.502552
811716,114.1683,30.5061,60,13.070789
655703,121.3,31.19,60,38.073692
811716,114.1683,30.5061,63,4.162527
655703,121.3,31.19,63,68.53085
811716,114.1683,30.5061,66,3.498045
655703,121.3,31.19,66,91.31698
811716,114.1683,30.5061,69,15.909241
655703,121.3,31.19,69,80.58455
811716,114.1683,30.5061,72,92.48661
655703,121.3,31.19,72,95.775475
811716,114.1683,30.5061,78,56.816853
655703,121.3,31.19,78,13.866209
811716,114.1683,30.5061,84,98.96857
655703,121.3,31.19,84,85.93778
811716,114.1683,30.5061,90,100.0
655703,121.3,31.19,90,84.60747
811716,114.1683,30.5061,96,100.0
655703,121.3,31.19,96,100.0
811716,114.1683,30.5061,102,100.0
655703,121.3,31.19,102,100.0
811716,114.1683,30.5061,108,100.0
655703,121.3,31.19,108,100.0
811716,114.1683,30.5061,114,100.0
655703,121.3,31.19,114,100.0
811716,114.1683,30.5061,120,84.55745
655703,121.3,31.19,120,99.61003
811716,114.1683,30.5061,126,72.54717
655703,121.3,31.19,126,98.67152
811716,114.1683,30.5061,132,100.0
655703,121.3,31.19,132,87.01523
811716,114.1683,30.5061,138,100.0
655703,121.3,31.19,138,98.27194
811716,114.1683,30.5061,144,100.0
655703,121.3,31.19,144,97.30011
811716,114.1683,30.5061,150,100.0
655703,121.3,31.19,150,96.17155
811716,114.1683,30.5061,156,100.0
655703,121.3,31.19,156,98.49986
811716,114.1683,30.5061,162,100.0
655703,121.3,31.19,162,100.0
811716,114.1683,30.5061,168,100.0
655703,121.3,31.19,168,100.0
811716,114.1683,30.5061,174,100.0
655703,121.3,31.19,174,100.0
811716,114.1683,30.5061,180,100.0
655703,121.3,31.19,180,8.460039
811716,114.1683,30.5061,186,100.0
655703,121.3,31.19,186,99.50601
811716,114.1683,30.5061,192,100.0
655703,121.3,31.19,192,100.0
811716,114.1683,30.5061,198,100.0
655703,121.3,31.19,198,89.21323
811716,114.1683,30.5061,204,100.0
655703,121.3,31.19,204,99.84401
811716,114.1683,30.5061,210,99.533676
655703,121.3,31.19,210,100.0
811716,114.1683,30.5061,216,100.0
655703,121.3,31.19,216,100.0
811716,114.1683,30.5061,222,100.0
655703,121.3,31.19,222,95.57492
811716,114.1683,30.5061,228,100.0
655703,121.3,31.19,228,76.54492
811716,114.1683,30.5061,234,100.0
655703,121.3,31.19,234,45.424572
811716,114.1683,30.5061,240,87.69853
655703,121.3,31.19,240,92.659744
