,lon,lat,dh,dat
811716,114.1683,30.5061,0,0.0
655703,121.3,31.19,0,0.0
811716,114.1683,30.5061,3,3.7100375
655703,121.3,31.19,3,0.75
811716,114.1683,30.5061,6,34.02442
655703,121.3,31.19,6,3.869044
811716,114.1683,30.5061,9,24.721996
655703,121.3,31.19,9,0.0
811716,114.1683,30.5061,12,24.127472
655703,121.3,31.19,12,0.0
811716,114.1683,30.5061,15,35.813427
655703,121.3,31.19,15,0.0
811716,114.1683,30.5061,18,74.41779
655703,121.3,31.19,18,0.0
811716,114.1683,30.5061,21,84.43541
655703,121.3,31.19,21,6.672779
811716,114.1683,30.5061,24,99.48384
655703,121.3,31.19,24,16.0876
811716,114.1683,30.5061,27,82.30984
655703,121.3,31.19,27,70.25743
811716,114.1683,30.5061,30,22.221422
655703,121.3,31.19,30,57.510834
811716,114.1683,30.5061,33,75.54526
655703,121.3,31.19,33,60.59305
811716,114.1683,30.5061,36,35.116158
655703,121.3,31.19,36,78.61256
811716,114.1683,30.5061,39,56.27179
655703,121.3,31.19,39,70.90967
811716,114.1683,30.5061,42,95.662674
655703,121.3,31.19,42,81.763054
811716,114.1683,30.5061,45,99.976105
655703,121.3,31.19,45,96.68762
811716,114.1683,30.5061,48,100.0
655703,121.3,31.19,48,93.73825
811716,114.1683,30.5061,51,46.17938
655703,121.3,31.19,51,94.17506
811716,114.1683,30.5061,54,16.056843
655703,121.3,31.19,54,80.43297
811716,114.1683,30.5061,57,0.0
655703,121.3,31.19,57,34.165245
811716,114.1683,30.5061,60,0.46632752
655703,121.3,31.19,60,49.893402
811716,114.1683,30.5061,63,0.0
655703,121.3,31.19,63,39.12167
811716,114.1683,30.5061,66,0.0
655703,121.3,31.19,66,3.7214255
811716,114.1683,30.5061,69,0.0
655703,121.3,31.19,69,1.3500885
811716,114.1683,30.5061,72,0.0
655703,121.3,31.19,72,80.392334
811716,114.1683,30.5061,78,0.0
655703,121.3,31.19,78,93.19998
811716,114.1683,30.5061,84,3.021204
655703,121.3,31.19,84,12.689468
811716,114.1683,30.5061,90,75.65853
655703,121.3,31.19,90,43.241314
811716,114.1683,30.5061,96,9.058693
655703,121.3,31.19,96,82.84696
811716,114.1683,30.5061,102,0.023891598
655703,121.3,31.19,102,96.24708
811716,114.1683,30.5061,108,0.0
655703,121.3,31.19,108,38.251102
811716,114.1683,30.5061,114,0.0
655703,121.3,31.19,114,100.0
811716,114.1683,30.5061,120,2.2148633
655703,121.3,31.19,120,100.0
811716,114.1683,30.5061,126,9.756025
655703,121.3,31.19,126,99.53098
811716,114.1683,30.5061,132,85.840645
655703,121.3,31.19,132,27.284391
811716,114.1683,30.5061,138,100.0
655703,121.3,31.19,138,98.94388
811716,114.1683,30.5061,144,99.950226
655703,121.3,31.19,144,99.1839
811716,114.1683,30.5061,150,100.0
655703,121.3,31.19,150,100.0
811716,114.1683,30.5061,156,100.0
655703,121.3,31.19,156,86.0367
811716,114.1683,30.5061,162,100.0
655703,121.3,31.19,162,28.736013
811716,114.1683,30.5061,168,99.976105
655703,121.3,31.19,168,59.933777
811716,114.1683,30.5061,174,99.48517
655703,121.3,31.19,174,93.93796
811716,114.1683,30.5061,180,98.94269
655703,121.3,31.19,180,96.12497
811716,114.1683,30.5061,186,100.0
655703,121.3,31.19,186,86.51673
811716,114.1683,30.5061,192,100.0
655703,121.3,31.19,192,74.61285
811716,114.1683,30.5061,198,100.0
655703,121.3,31.19,198,97.12095
811716,114.1683,30.5061,204,99.92385
655703,121.3,31.19,204,100.0
811716,114.1683,30.5061,210,100.0
655703,121.3,31.19,210,36.850758
811716,114.1683,30.5061,216,100.0
655703,121.3,31.19,216,3.125
811716,114.1683,30.5061,222,100.0
655703,121.3,31.19,222,100.0
811716,114.1683,30.5061,228,73.39787
655703,121.3,31.19,228,80.0119
811716,114.1683,30.5061,234,97.60826
655703,121.3,31.19,234,99.78398
811716,114.1683,30.5061,240,99.50978
655703,121.3,31.19,240,73.03732
