,lon,lat,dh,dat
NEACC,121.3,31.19,0,15.7730055
NEACC,121.3,31.19,3,15.432507
NEACC,121.3,31.19,6,16.341501
NEACC,121.3,31.19,9,16.829506
NEACC,121.3,31.19,12,16.24901
NEACC,121.3,31.19,15,17.97151
NEACC,121.3,31.19,18,21.233002
NEACC,121.3,31.19,21,19.52149
NEACC,121.3,31.19,24,16.081015
NEACC,121.3,31.19,27,13.266535
NEACC,121.3,31.19,30,10.286519
NEACC,121.3,31.19,33,9.247003
NEACC,121.3,31.19,36,11.970999
NEACC,121.3,31.19,39,15.184503
NEACC,121.3,31.19,42,16.0155
NEACC,121.3,31.19,45,12.6175
NEACC,121.3,31.19,48,10.077507
NEACC,121.3,31.19,51,8.915004
NEACC,121.3,31.19,54,8.280021
NEACC,121.3,31.19,57,7.4850225
NEACC,121.3,31.19,60,12.000019
NEACC,121.3,31.19,63,18.336983
NEACC,121.3,31.19,66,19.207478
NEACC,121.3,31.19,69,15.508996
NEACC,121.3,31.19,72,13.906526
NEACC,121.3,31.19,78,12.970519
NEACC,121.3,31.19,84,14.608012
NEACC,121.3,31.19,90,22.65197
NEACC,121.3,31.19,96,17.416008
NEACC,121.3,31.19,102,16.916506
NEACC,121.3,31.19,108,18.753511
NEACC,121.3,31.19,114,25.473488
NEACC,121.3,31.19,120,17.050022
NEACC,121.3,31.19,126,15.693501
NEACC,121.3,31.19,132,10.747009
NEACC,121.3,31.19,138,10.078505
NEACC,121.3,31.19,144,5.062519
NEACC,121.3,31.19,150,2.932015
NEACC,121.3,31.19,156,4.863006
NEACC,121.3,31.19,162,12.163507
NEACC,121.3,31.19,168,6.8455153
NEACC,121.3,31.19,174,4.286535
NEACC,121.3,31.19,180,9.043509
NEACC,121.3,31.19,186,16.465492
NEACC,121.3,31.19,192,9.4700165
NEACC,121.3,31.19,198,8.571028
NEACC,121.3,31.19,204,12.860518
NEACC,121.3,31.19,210,19.589499
NEACC,121.3,31.19,216,12.810509
NEACC,121.3,31.19,222,10.114034
NEACC,121.3,31.19,228,13.646509
NEACC,121.3,31.19,234,21.61948
NEACC,121.3,31.19,240,13.698001
