,lon,lat,dh,dat
NEACC,121.3,31.19,0,20.525013
NEACC,121.3,31.19,3,17.604511
NEACC,121.3,31.19,6,14.072022
NEACC,121.3,31.19,9,12.572517
NEACC,121.3,31.19,12,12.070015
NEACC,121.3,31.19,15,11.779028
NEACC,121.3,31.19,18,12.847488
NEACC,121.3,31.19,21,11.784509
NEACC,121.3,31.19,24,8.702034
NEACC,121.3,31.19,27,6.0190215
NEACC,121.3,31.19,30,4.995517
NEACC,121.3,31.19,33,4.013518
NEACC,121.3,31.19,36,6.2525063
NEACC,121.3,31.19,39,12.074502
NEACC,121.3,31.19,42,13.313003
NEACC,121.3,31.19,45,10.1840105
NEACC,121.3,31.19,48,7.1770296
NEACC,121.3,31.19,51,6.7690253
NEACC,121.3,31.19,54,7.0845118
NEACC,121.3,31.19,57,7.0710087
NEACC,121.3,31.19,60,10.704499
NEACC,121.3,31.19,63,15.535499
NEACC,121.3,31.19,66,15.343996
NEACC,121.3,31.19,69,13.545497
NEACC,121.3,31.19,72,12.834001
NEACC,121.3,31.19,78,12.31801
NEACC,121.3,31.19,84,14.664522
NEACC,121.3,31.19,90,18.951988
NEACC,121.3,31.19,96,15.188513
NEACC,121.3,31.19,102,12.45752
NEACC,121.3,31.19,108,14.956004
NEACC,121.3,31.19,114,21.603031
NEACC,121.3,31.19,120,17.111006
NEACC,121.3,31.19,126,16.753004
NEACC,121.3,31.19,132,18.16451
NEACC,121.3,31.19,138,24.197994
NEACC,121.3,31.19,144,18.972492
NEACC,121.3,31.19,150,19.270496
NEACC,121.3,31.19,156,20.595999
NEACC,121.3,31.19,162,25.969002
NEACC,121.3,31.19,168,16.637516
NEACC,121.3,31.19,174,14.472009
NEACC,121.3,31.19,180,13.735009
NEACC,121.3,31.19,186,14.346007
NEACC,121.3,31.19,192,12.366507
NEACC,121.3,31.19,198,11.446519
NEACC,121.3,31.19,204,12.562013
NEACC,121.3,31.19,210,18.220512
NEACC,121.3,31.19,216,14.571511
NEACC,121.3,31.19,222,13.800003
NEACC,121.3,31.19,228,13.680507
NEACC,121.3,31.19,234,14.442509
NEACC,121.3,31.19,240,12.280505
