,lon,lat,dh,dat
811716,114.1683,30.5061,3,0.0
655703,121.3,31.19,3,0.0
811716,114.1683,30.5061,6,0.0
655703,121.3,31.19,6,0.0625
811716,114.1683,30.5061,9,0.0
655703,121.3,31.19,9,1.362503
811716,114.1683,30.5061,12,0.0
655703,121.3,31.19,12,0.0
811716,114.1683,30.5061,15,0.0
655703,121.3,31.19,15,0.20000076
811716,114.1683,30.5061,18,0.0
655703,121.3,31.19,18,1.2249985
811716,114.1683,30.5061,21,0.0
655703,121.3,31.19,21,0.11249924
811716,114.1683,30.5061,24,0.0
655703,121.3,31.19,24,0.0
811716,114.1683,30.5061,27,0.0
655703,121.3,31.19,27,0.0
811716,114.1683,30.5061,30,0.0
655703,121.3,31.19,30,0.0
811716,114.1683,30.5061,33,0.0
655703,121.3,31.19,33,0.0
811716,114.1683,30.5061,36,1.2271309
655703,121.3,31.19,36,0.0
811716,114.1683,30.5061,39,0.26524353
655703,121.3,31.19,39,0.0
811716,114.1683,30.5061,42,0.0
655703,121.3,31.19,42,0.5
811716,114.1683,30.5061,45,0.0
655703,121.3,31.19,45,0.125
811716,114.1683,30.5061,48,0.32012558
655703,121.3,31.19,48,0.79999924
811716,114.1683,30.5061,51,0.8798277
655703,121.3,31.19,51,0.0
811716,114.1683,30.5061,54,1.7682724
655703,121.3,31.19,54,0.0
811716,114.1683,30.5061,57,1.4008902
655703,121.3,31.19,57,0.0
811716,114.1683,30.5061,60,0.8221783
655703,121.3,31.19,60,0.0
811716,114.1683,30.5061,63,1.4486812
655703,121.3,31.19,63,0.0
811716,114.1683,30.5061,66,1.3536416
655703,121.3,31.19,66,0.0
811716,114.1683,30.5061,69,0.66463083
655703,121.3,31.19,69,0.0
811716,114.1683,30.5061,72,0.1875
655703,121.3,31.19,72,0.0
811716,114.1683,30.5061,75,0.0
655703,121.3,31.19,75,0.0
811716,114.1683,30.5061,78,0.0
655703,121.3,31.19,78,0.0
811716,114.1683,30.5061,81,0.0
655703,121.3,31.19,81,0.0
811716,114.1683,30.5061,84,0.0
655703,121.3,31.19,84,0.0
811716,114.1683,30.5061,87,0.1875
655703,121.3,31.19,87,0.0
811716,114.1683,30.5061,90,0.5597097
655703,121.3,31.19,90,0.0
811716,114.1683,30.5061,93,0.83966994
655703,121.3,31.19,93,0.0
811716,114.1683,30.5061,96,1.1222097
655703,121.3,31.19,96,0.0
811716,114.1683,30.5061,99,1.554882
655703,121.3,31.19,99,0.0
811716,114.1683,30.5061,102,1.5576723
655703,121.3,31.19,102,0.0
811716,114.1683,30.5061,105,1.0027902
655703,121.3,31.19,105,2.3499947
811716,114.1683,30.5061,108,0.9527436
655703,121.3,31.19,108,3.9499931
811716,114.1683,30.5061,111,1.3401967
655703,121.3,31.19,111,3.2999992
811716,114.1683,30.5061,114,1.0950321
655703,121.3,31.19,114,3.2875023
811716,114.1683,30.5061,117,0.33536908
655703,121.3,31.19,117,3.8000069
811716,114.1683,30.5061,120,0.0
655703,121.3,31.19,120,2.4000053
811716,114.1683,30.5061,123,0.0
