,level,time,dtime,id,lon,lat,alt,data0
0,1000,2019-11-23 08:00:00,0,655703,121.2844,31.1408,4.0,0.0
1,1000,2019-11-23 07:00:00,0,655703,121.2844,31.1408,4.0,0.0
2,1000,2019-11-23 06:00:00,0,655703,121.2844,31.1408,4.0,0.0
3,1000,2019-11-23 05:00:00,0,655703,121.2844,31.1408,4.0,0.0
4,1000,2019-11-23 04:00:00,0,655703,121.2844,31.1408,4.0,0.0
5,1000,2019-11-23 03:00:00,0,655703,121.2844,31.1408,4.0,0.0
6,1000,2019-11-23 02:00:00,0,655703,121.2844,31.1408,4.0,0.0
7,1000,2019-11-23 01:00:00,0,655703,121.2844,31.1408,4.0,0.0
8,1000,2019-11-23 00:00:00,0,655703,121.2844,31.1408,4.0,0.0
9,1000,2019-11-22 23:00:00,0,655703,121.2844,31.1408,4.0,0.0
10,1000,2019-11-22 22:00:00,0,655703,121.2844,31.1408,4.0,0.0
11,1000,2019-11-22 21:00:00,0,655703,121.2844,31.1408,4.0,0.0
12,1000,2019-11-22 20:00:00,0,655703,121.2844,31.1408,4.0,0.0
13,1000,2019-11-22 19:00:00,0,655703,121.2844,31.1408,4.0,0.0
14,1000,2019-11-22 18:00:00,0,655703,121.2844,31.1408,4.0,0.0
15,1000,2019-11-22 17:00:00,0,655703,121.2844,31.1408,4.0,0.0
16,1000,2019-11-22 16:00:00,0,655703,121.2844,31.1408,4.0,0.0
17,1000,2019-11-22 15:00:00,0,655703,121.2844,31.1408,4.0,0.0
18,1000,2019-11-22 14:00:00,0,655703,121.2844,31.1408,4.0,0.0
19,1000,2019-11-22 13:00:00,0,655703,121.2844,31.1408,4.0,0.0
20,1000,2019-11-22 12:00:00,0,655703,121.2844,31.1408,4.0,0.0
21,1000,2019-11-22 11:00:00,0,655703,121.2844,31.1408,4.0,0.0
22,1000,2019-11-22 10:00:00,0,655703,121.2844,31.1408,4.0,0.0
23,1000,2019-11-22 09:00:00,0,655703,121.2844,31.1408,4.0,0.0
24,1000,2019-11-22 08:00:00,0,655703,121.2844,31.1408,4.0,0.0
25,1000,2019-11-22 07:00:00,0,655703,121.2844,31.1408,4.0,0.0
26,1000,2019-11-22 06:00:00,0,655703,121.2844,31.1408,4.0,0.0
27,1000,2019-11-22 05:00:00,0,655703,121.2844,31.1408,4.0,0.0
28,1000,2019-11-22 04:00:00,0,655703,121.2844,31.1408,4.0,0.0
29,1000,2019-11-22 03:00:00,0,655703,121.2844,31.1408,4.0,0.0
30,1000,2019-11-22 02:00:00,0,655703,121.2844,31.1408,4.0,0.0
31,1000,2019-11-22 01:00:00,0,655703,121.2844,31.1408,4.0,0.0
32,1000,2019-11-22 00:00:00,0,655703,121.2844,31.1408,4.0,0.0
33,1000,2019-11-21 23:00:00,0,655703,121.2844,31.1408,4.0,0.0
34,1000,2019-11-21 22:00:00,0,655703,121.2844,31.1408,4.0,0.0
35,1000,2019-11-21 21:00:00,0,655703,121.2844,31.1408,4.0,0.0
36,1000,2019-11-21 20:00:00,0,655703,121.2844,31.1408,4.0,0.0
37,1000,2019-11-21 19:00:00,0,655703,121.2844,31.1408,4.0,0.0
38,1000,2019-11-21 18:00:00,0,655703,121.2844,31.1408,4.0,0.0
39,1000,2019-11-21 17:00:00,0,655703,121.2844,31.1408,4.0,0.0
40,1000,2019-11-21 16:00:00,0,655703,121.2844,31.1408,4.0,0.0
41,1000,2019-11-21 15:00:00,0,655703,121.2844,31.1408,4.0,0.0
42,1000,2019-11-21 14:00:00,0,655703,121.2844,31.1408,4.0,0.0
43,1000,2019-11-21 13:00:00,0,655703,121.2844,31.1408,4.0,0.0
44,1000,2019-11-21 12:00:00,0,655703,121.2844,31.1408,4.0,0.0
45,1000,2019-11-21 11:00:00,0,655703,121.2844,31.1408,4.0,0.0
46,1000,2019-11-21 10:00:00,0,655703,121.2844,31.1408,4.0,0.0
47,1000,2019-11-21 09:00:00,0,655703,121.2844,31.1408,4.0,0.0
48,1000,2019-11-21 08:00:00,0,655703,121.2844,31.1408,4.0,0.0
49,1000,2019-11-21 07:00:00,0,655703,121.2844,31.1408,4.0,0.0
50,1000,2019-11-21 06:00:00,0,655703,121.2844,31.1408,4.0,0.0
51,1000,2019-11-21 05:00:00,0,655703,121.2844,31.1408,4.0,0.0
52,1000,2019-11-21 04:00:00,0,655703,121.2844,31.1408,4.0,0.0
53,1000,2019-11-21 03:00:00,0,655703,121.2844,31.1408,4.0,0.0
54,1000,2019-11-21 02:00:00,0,655703,121.2844,31.1408,4.0,0.0
55,1000,2019-11-21 01:00:00,0,655703,121.2844,31.1408,4.0,0.0
56,1000,2019-11-21 00:00:00,0,655703,121.2844,31.1408,4.0,0.0
57,1000,2019-11-20 23:00:00,0,655703,121.2844,31.1408,4.0,0.0
58,1000,2019-11-20 22:00:00,0,655703,121.2844,31.1408,4.0,0.0
59,1000,2019-11-20 21:00:00,0,655703,121.2844,31.1408,4.0,0.0
60,1000,2019-11-20 20:00:00,0,655703,121.2844,31.1408,4.0,0.0
61,1000,2019-11-20 19:00:00,0,655703,121.2844,31.1408,4.0,0.0
62,1000,2019-11-20 18:00:00,0,655703,121.2844,31.1408,4.0,0.0
63,1000,2019-11-20 17:00:00,0,655703,121.2844,31.1408,4.0,0.0
64,1000,2019-11-20 16:00:00,0,655703,121.2844,31.1408,4.0,0.0
65,1000,2019-11-20 15:00:00,0,655703,121.2844,31.1408,4.0,0.0
66,1000,2019-11-20 14:00:00,0,655703,121.2844,31.1408,4.0,0.0
67,1000,2019-11-20 13:00:00,0,655703,121.2844,31.1408,4.0,0.0
68,1000,2019-11-20 12:00:00,0,655703,121.2844,31.1408,4.0,0.0
69,1000,2019-11-20 11:00:00,0,655703,121.2844,31.1408,4.0,0.0
70,1000,2019-11-20 10:00:00,0,655703,121.2844,31.1408,4.0,0.0
