,level,time,dtime,id,lon,lat,alt,data0
0,1000,2019-11-23 08:00:00,0,58361,121.3667,31.1,5.5,97.0
1,1000,2019-11-23 07:00:00,0,58361,121.3667,31.1,5.5,100.0
2,1000,2019-11-23 06:00:00,0,58361,121.3667,31.1,5.5,100.0
3,1000,2019-11-23 05:00:00,0,58361,121.3667,31.1,5.5,100.0
4,1000,2019-11-23 04:00:00,0,58361,121.3667,31.1,5.5,100.0
5,1000,2019-11-23 03:00:00,0,58361,121.3667,31.1,5.5,100.0
6,1000,2019-11-23 02:00:00,0,58361,121.3667,31.1,5.5,100.0
7,1000,2019-11-23 01:00:00,0,58361,121.3667,31.1,5.5,100.0
8,1000,2019-11-23 00:00:00,0,58361,121.3667,31.1,5.5,100.0
9,1000,2019-11-22 23:00:00,0,58361,121.3667,31.1,5.5,100.0
10,1000,2019-11-22 22:00:00,0,58361,121.3667,31.1,5.5,100.0
11,1000,2019-11-22 21:00:00,0,58361,121.3667,31.1,5.5,99.0
12,1000,2019-11-22 20:00:00,0,58361,121.3667,31.1,5.5,98.0
13,1000,2019-11-22 19:00:00,0,58361,121.3667,31.1,5.5,94.0
14,1000,2019-11-22 18:00:00,0,58361,121.3667,31.1,5.5,91.0
15,1000,2019-11-22 17:00:00,0,58361,121.3667,31.1,5.5,87.0
16,1000,2019-11-22 16:00:00,0,58361,121.3667,31.1,5.5,79.0
17,1000,2019-11-22 15:00:00,0,58361,121.3667,31.1,5.5,78.0
18,1000,2019-11-22 14:00:00,0,58361,121.3667,31.1,5.5,76.0
19,1000,2019-11-22 13:00:00,0,58361,121.3667,31.1,5.5,74.0
20,1000,2019-11-22 12:00:00,0,58361,121.3667,31.1,5.5,71.0
21,1000,2019-11-22 11:00:00,0,58361,121.3667,31.1,5.5,73.0
22,1000,2019-11-22 10:00:00,0,58361,121.3667,31.1,5.5,77.0
23,1000,2019-11-22 09:00:00,0,58361,121.3667,31.1,5.5,82.0
24,1000,2019-11-22 08:00:00,0,58361,121.3667,31.1,5.5,89.0
25,1000,2019-11-22 07:00:00,0,58361,121.3667,31.1,5.5,96.0
26,1000,2019-11-22 06:00:00,0,58361,121.3667,31.1,5.5,95.0
27,1000,2019-11-22 05:00:00,0,58361,121.3667,31.1,5.5,99.0
28,1000,2019-11-22 04:00:00,0,58361,121.3667,31.1,5.5,99.0
29,1000,2019-11-22 03:00:00,0,58361,121.3667,31.1,5.5,100.0
30,1000,2019-11-22 02:00:00,0,58361,121.3667,31.1,5.5,100.0
31,1000,2019-11-22 01:00:00,0,58361,121.3667,31.1,5.5,99.0
32,1000,2019-11-22 00:00:00,0,58361,121.3667,31.1,5.5,97.0
33,1000,2019-11-21 23:00:00,0,58361,121.3667,31.1,5.5,98.0
34,1000,2019-11-21 22:00:00,0,58361,121.3667,31.1,5.5,94.0
35,1000,2019-11-21 21:00:00,0,58361,121.3667,31.1,5.5,88.0
36,1000,2019-11-21 20:00:00,0,58361,121.3667,31.1,5.5,81.0
37,1000,2019-11-21 19:00:00,0,58361,121.3667,31.1,5.5,71.0
38,1000,2019-11-21 18:00:00,0,58361,121.3667,31.1,5.5,66.0
39,1000,2019-11-21 17:00:00,0,58361,121.3667,31.1,5.5,61.0
40,1000,2019-11-21 16:00:00,0,58361,121.3667,31.1,5.5,58.0
41,1000,2019-11-21 15:00:00,0,58361,121.3667,31.1,5.5,52.0
42,1000,2019-11-21 14:00:00,0,58361,121.3667,31.1,5.5,52.0
43,1000,2019-11-21 13:00:00,0,58361,121.3667,31.1,5.5,53.0
44,1000,2019-11-21 12:00:00,0,58361,121.3667,31.1,5.5,54.0
45,1000,2019-11-21 11:00:00,0,58361,121.3667,31.1,5.5,53.0
46,1000,2019-11-21 10:00:00,0,58361,121.3667,31.1,5.5,57.0
47,1000,2019-11-21 09:00:00,0,58361,121.3667,31.1,5.5,60.0
48,1000,2019-11-21 08:00:00,0,58361,121.3667,31.1,5.5,72.0
49,1000,2019-11-21 07:00:00,0,58361,121.3667,31.1,5.5,95.0
50,1000,2019-11-21 06:00:00,0,58361,121.3667,31.1,5.5,97.0
51,1000,2019-11-21 05:00:00,0,58361,121.3667,31.1,5.5,94.0
52,1000,2019-11-21 04:00:00,0,58361,121.3667,31.1,5.5,91.0
53,1000,2019-11-21 03:00:00,0,58361,121.3667,31.1,5.5,92.0
54,1000,2019-11-21 02:00:00,0,58361,121.3667,31.1,5.5,94.0
55,1000,2019-11-21 01:00:00,0,58361,121.3667,31.1,5.5,90.0
56,1000,2019-11-21 00:00:00,0,58361,121.3667,31.1,5.5,86.0
57,1000,2019-11-20 23:00:00,0,58361,121.3667,31.1,5.5,79.0
58,1000,2019-11-20 22:00:00,0,58361,121.3667,31.1,5.5,78.0
59,1000,2019-11-20 21:00:00,0,58361,121.3667,31.1,5.5,73.0
60,1000,2019-11-20 20:00:00,0,58361,121.3667,31.1,5.5,73.0
61,1000,2019-11-20 19:00:00,0,58361,121.3667,31.1,5.5,68.0
62,1000,2019-11-20 18:00:00,0,58361,121.3667,31.1,5.5,60.0
63,1000,2019-11-20 17:00:00,0,58361,121.3667,31.1,5.5,53.0
64,1000,2019-11-20 16:00:00,0,58361,121.3667,31.1,5.5,47.0
65,1000,2019-11-20 15:00:00,0,58361,121.3667,31.1,5.5,46.0
66,1000,2019-11-20 14:00:00,0,58361,121.3667,31.1,5.5,41.0
67,1000,2019-11-20 13:00:00,0,58361,121.3667,31.1,5.5,40.0
68,1000,2019-11-20 12:00:00,0,58361,121.3667,31.1,5.5,42.0
69,1000,2019-11-20 11:00:00,0,58361,121.3667,31.1,5.5,43.0
70,1000,2019-11-20 10:00:00,0,58361,121.3667,31.1,5.5,46.0
71,1000,2019-11-20 09:00:00,0,58361,121.3667,31.1,5.5,56.0
72,1000,2019-11-20 08:00:00,0,58361,121.3667,31.1,5.5,66.0
73,1000,2019-11-20 07:00:00,0,58361,121.3667,31.1,5.5,80.0
74,1000,2019-11-20 06:00:00,0,58361,121.3667,31.1,5.5,81.0
75,1000,2019-11-20 05:00:00,0,58361,121.3667,31.1,5.5,77.0
76,1000,2019-11-20 04:00:00,0,58361,121.3667,31.1,5.5,77.0
77,1000,2019-11-20 03:00:00,0,58361,121.3667,31.1,5.5,71.0
78,1000,2019-11-20 02:00:00,0,58361,121.3667,31.1,5.5,76.0
79,1000,2019-11-20 01:00:00,0,58361,121.3667,31.1,5.5,78.0
80,1000,2019-11-20 00:00:00,0,58361,121.3667,31.1,5.5,75.0
81,1000,2019-11-19 23:00:00,0,58361,121.3667,31.1,5.5,68.0
82,1000,2019-11-19 22:00:00,0,58361,121.3667,31.1,5.5,61.0
83,1000,2019-11-19 21:00:00,0,58361,121.3667,31.1,5.5,58.0
